
Steady-state run  :  SOLVIT

      LOOPCT    ;   RELXCC   ;         NRLXCC        ;   ENBALA   ;   ENBALR   ;   DAMPT  ;  VTPSEQ
 1 ------------------------->   52.07182 % ; 22620.000 ;   10.00000  ;      8 ; 5.772e-005 ;     2100 (ionsat_dep) ; 2.498e-003 ;  1.026e-002 ;     2100 (ionsat_dep) ;    19.225 
 1 ------------------------->   52.30203 % ; 22720.000 ;   10.00000  ;      7 ; 9.849e-005 ;     2100 (ionsat_dep) ; 3.292e-003 ;  9.928e-003 ;     2100 (ionsat_dep) ;    19.437 
 1 ------------------------->   52.53223 % ; 22820.000 ;   10.00000  ;      8 ; 5.673e-005 ;     2100 (ionsat_dep) ; 1.694e-003 ;  1.018e-002 ;     2100 (ionsat_dep) ;    19.277 
 1 ------------------------->   52.76243 % ; 22920.000 ;   10.00000  ;      7 ; 9.813e-005 ;     2100 (ionsat_dep) ; 2.088e-003 ;  9.897e-003 ;     2100 (ionsat_dep) ;    19.457 
 1 ------------------------->   52.99263 % ; 23020.000 ;   10.00000  ;      8 ; 5.684e-005 ;     2100 (ionsat_dep) ; 1.026e-003 ;  1.017e-002 ;     2100 (ionsat_dep) ;    19.280 
 1 ------------------------->   53.22284 % ; 23120.000 ;   10.00000  ;      7 ; 9.792e-005 ;     2100 (ionsat_dep) ; 1.175e-003 ;  9.886e-003 ;     2100 (ionsat_dep) ;    19.464 
 1 ------------------------->   53.45304 % ; 23220.000 ;   10.00000  ;      8 ; 5.680e-005 ;     2100 (ionsat_dep) ; 4.980e-004 ;  1.016e-002 ;     2100 (ionsat_dep) ;    19.285 
 1 ------------------------->   53.68324 % ; 23320.000 ;   10.00000  ;      8 ; 6.179e-005 ;     2100 (ionsat_dep) ; 3.664e-004 ;  1.038e-002 ;     2100 (ionsat_dep) ;    19.152 
 1 ------------------------->   53.91344 % ; 23420.000 ;   10.00000  ;      8 ; 5.676e-005 ;     2100 (ionsat_dep) ; 6.287e-004 ;  1.017e-002 ;     2100 (ionsat_dep) ;    19.282 
 1 ------------------------->   54.14365 % ; 23520.000 ;   10.00000  ;     15 ; -3.798e-005 ;     2100 (ionsat_dep) ; 4.157e-005 ;  3.058e-001 ;     1435 (ionsat_dep) ;     6.201 
 1 ------------------------->   54.37385 % ; 23620.000 ;   10.00000  ;      8 ; -5.949e-005 ;     2100 (ionsat_dep) ; 1.226e-002 ;  1.126e-002 ;     2100 (ionsat_dep) ;    18.637 
 1 ------------------------->   54.60405 % ; 23720.000 ;   10.00000  ;      8 ; 6.865e-005 ;     2705 (ionsat_dep) ; 1.483e-002 ;  9.605e-003 ;     2100 (ionsat_dep) ;    19.652 
 1 ------------------------->   54.83425 % ; 23820.000 ;   10.00000  ;      7 ; -9.397e-005 ;     2100 (ionsat_dep) ; 2.087e-002 ;  9.491e-003 ;     2100 (ionsat_dep) ;    19.731 
 1 ------------------------->   55.04604 % ; 23912.000 ;   10.00000  ;      7 ; 9.482e-005 ;     2705 (ionsat_dep) ; 2.094e-002 ;  9.332e-003 ;     2100 (ionsat_dep) ;    19.842 
 1 ------------------------->   55.27624 % ; 24012.000 ;   10.00000  ;      8 ; -5.807e-005 ;     2100 (ionsat_dep) ; 1.170e-002 ;  1.061e-002 ;     2100 (ionsat_dep) ;    19.010 
 1 ------------------------->   55.50645 % ; 24112.000 ;   10.00000  ;      8 ; -5.534e-005 ;     2100 (ionsat_dep) ; 1.055e-002 ;  1.073e-002 ;     2100 (ionsat_dep) ;    18.942 
 1 ------------------------->   55.73665 % ; 24212.000 ;   10.00000  ;      8 ; -7.660e-005 ;     2100 (ionsat_dep) ; 1.037e-002 ;  1.085e-002 ;     2100 (ionsat_dep) ;    18.869 
 1 ------------------------->   55.96685 % ; 24312.000 ;   10.00000  ;      7 ; -9.784e-005 ;     2100 (ionsat_dep) ; 1.928e-002 ;  1.032e-002 ;     2100 (ionsat_dep) ;    19.186 
 1 ------------------------->   56.19705 % ; 24412.000 ;   10.00000  ;      8 ; 5.577e-005 ;     2705 (ionsat_dep) ; 1.152e-002 ;  1.017e-002 ;     2100 (ionsat_dep) ;    19.279 
 1 ------------------------->   56.42726 % ; 24512.000 ;   10.00000  ;      8 ; 5.683e-005 ;     2705 (ionsat_dep) ; 1.178e-002 ;  1.019e-002 ;     2100 (ionsat_dep) ;    19.271 
 1 ------------------------->   56.65746 % ; 24612.000 ;   10.00000  ;      8 ; -5.716e-005 ;     2100 (ionsat_dep) ; 1.166e-002 ;  1.032e-002 ;     2100 (ionsat_dep) ;    19.186 
 1 ------------------------->   56.88766 % ; 24712.000 ;   10.00000  ;      7 ; -9.880e-005 ;     2100 (ionsat_dep) ; 2.069e-002 ;  1.039e-002 ;     2100 (ionsat_dep) ;    19.146 
 1 ------------------------->   57.11786 % ; 24812.000 ;   10.00000  ;      8 ; 5.470e-005 ;     2705 (ionsat_dep) ; 1.136e-002 ;  1.007e-002 ;     2100 (ionsat_dep) ;    19.347 
 1 ------------------------->   57.34807 % ; 24912.000 ;   10.00000  ;      8 ; -6.216e-005 ;     2100 (ionsat_dep) ; 1.196e-002 ;  1.059e-002 ;     2100 (ionsat_dep) ;    19.025 
 1 ------------------------->   57.57827 % ; 25012.000 ;   10.00000  ;      8 ; -6.101e-005 ;     2100 (ionsat_dep) ; 1.024e-002 ;  1.046e-002 ;     2100 (ionsat_dep) ;    19.099 
 1 ------------------------->   57.80847 % ; 25112.000 ;   10.00000  ;      8 ; -6.219e-005 ;     2100 (ionsat_dep) ; 8.840e-003 ;  1.053e-002 ;     2100 (ionsat_dep) ;    19.058 
 1 ------------------------->   58.03867 % ; 25212.000 ;   10.00000  ;      8 ; -6.530e-005 ;     2100 (ionsat_dep) ; 7.826e-003 ;  1.085e-002 ;     2100 (ionsat_dep) ;    18.870 
 1 ------------------------->   58.26888 % ; 25312.000 ;   10.00000  ;      8 ; -5.438e-005 ;     2100 (ionsat_dep) ; 6.257e-003 ;  1.006e-002 ;     2100 (ionsat_dep) ;    19.348 
 1 ------------------------->   58.49908 % ; 25412.000 ;   10.00000  ;      8 ; -5.772e-005 ;     2100 (ionsat_dep) ; 4.660e-003 ;  1.050e-002 ;     2100 (ionsat_dep) ;    19.080 
 1 ------------------------->   58.72928 % ; 25512.000 ;   10.00000  ;      8 ; -6.191e-005 ;     2100 (ionsat_dep) ; 3.146e-003 ;  1.063e-002 ;     2100 (ionsat_dep) ;    18.996 
 1 ------------------------->   58.95948 % ; 25612.000 ;   10.00000  ;      8 ; -6.027e-005 ;     2100 (ionsat_dep) ; 1.819e-003 ;  1.087e-002 ;     2100 (ionsat_dep) ;    18.860 
 1 ------------------------->   59.18969 % ; 25712.000 ;   10.00000  ;      8 ; -5.440e-005 ;     2100 (ionsat_dep) ; 1.776e-003 ;  1.005e-002 ;     2100 (ionsat_dep) ;    19.359 
 1 ------------------------->   59.41989 % ; 25812.000 ;   10.00000  ;      8 ; -7.133e-005 ;     2100 (ionsat_dep) ; 4.082e-003 ;  1.101e-002 ;     2100 (ionsat_dep) ;    18.777 
 1 ------------------------->   59.65009 % ; 25912.000 ;   10.00000  ;      8 ; -5.743e-005 ;     2100 (ionsat_dep) ; 5.699e-003 ;  1.042e-002 ;     2100 (ionsat_dep) ;    19.125 
 1 ------------------------->   59.88029 % ; 26012.000 ;   10.00000  ;      8 ; -6.210e-005 ;     2100 (ionsat_dep) ; 8.479e-003 ;  1.040e-002 ;     2100 (ionsat_dep) ;    19.135 
 1 ------------------------->   60.09208 % ; 26104.000 ;   10.00000  ;      7 ; -9.893e-005 ;     2100 (ionsat_dep) ; 1.447e-002 ;  9.758e-003 ;     2100 (ionsat_dep) ;    19.549 
 1 ------------------------->   60.32228 % ; 26204.000 ;   10.00000  ;      8 ; -6.092e-005 ;     2100 (ionsat_dep) ; 1.235e-002 ;  1.032e-002 ;     2100 (ionsat_dep) ;    19.188 
 1 ------------------------->   60.55249 % ; 26304.000 ;   10.00000  ;      7 ; -9.419e-005 ;     2100 (ionsat_dep) ; 1.993e-002 ;  1.013e-002 ;     2100 (ionsat_dep) ;    19.307 
 1 ------------------------->   60.78269 % ; 26404.000 ;   10.00000  ;      7 ; -9.766e-005 ;     2705 (ionsat_dep) ; 2.151e-002 ;  1.008e-002 ;     2100 (ionsat_dep) ;    19.337 
 1 ------------------------->   61.01289 % ; 26504.000 ;   10.00000  ;      7 ; -9.574e-005 ;     2100 (ionsat_dep) ; 2.046e-002 ;  1.044e-002 ;     2100 (ionsat_dep) ;    19.113 
 1 ------------------------->   61.24309 % ; 26604.000 ;   10.00000  ;      8 ; -5.968e-005 ;     2100 (ionsat_dep) ; 1.165e-002 ;  1.080e-002 ;     2100 (ionsat_dep) ;    18.899 
 1 ------------------------->   61.47330 % ; 26704.000 ;   10.00000  ;      8 ; -5.302e-005 ;     2100 (ionsat_dep) ; 1.073e-002 ;  1.051e-002 ;     2100 (ionsat_dep) ;    19.071 
 1 ------------------------->   61.70350 % ; 26804.000 ;   10.00000  ;     10 ; 7.022e-005 ;      808 (ionsat_dep) ; 3.315e-003 ;  7.680e-002 ;     1269 (ionsat_dep) ;     9.828 
 1 ------------------------->   61.93370 % ; 26904.000 ;   10.00000  ;      7 ; -8.910e-005 ;     2100 (ionsat_dep) ; 1.965e-002 ;  9.888e-003 ;     2100 (ionsat_dep) ;    19.463 
 1 ------------------------->   62.16390 % ; 27004.000 ;   10.00000  ;      7 ; -9.468e-005 ;     2705 (ionsat_dep) ; 2.129e-002 ;  1.051e-002 ;     2100 (ionsat_dep) ;    19.073 
 1 ------------------------->   62.39411 % ; 27104.000 ;   10.00000  ;      7 ; -9.683e-005 ;     2100 (ionsat_dep) ; 2.055e-002 ;  1.034e-002 ;     2100 (ionsat_dep) ;    19.174 
 1 ------------------------->   62.62431 % ; 27204.000 ;   10.00000  ;      8 ; -5.586e-005 ;     2705 (ionsat_dep) ; 1.161e-002 ;  1.012e-002 ;     2100 (ionsat_dep) ;    19.312 
 1 ------------------------->   62.85451 % ; 27304.000 ;   10.00000  ;      8 ; -5.575e-005 ;     2100 (ionsat_dep) ; 9.825e-003 ;  1.025e-002 ;     2100 (ionsat_dep) ;    19.233 
 1 ------------------------->   63.08471 % ; 27404.000 ;   10.00000  ;      8 ; -5.797e-005 ;     2100 (ionsat_dep) ; 7.977e-003 ;  1.041e-002 ;     2100 (ionsat_dep) ;    19.132 
 1 ------------------------->   63.31492 % ; 27504.000 ;   10.00000  ;      8 ; -6.180e-005 ;     2100 (ionsat_dep) ; 7.673e-003 ;  1.031e-002 ;     2100 (ionsat_dep) ;    19.191 
 1 ------------------------->   63.54512 % ; 27604.000 ;   10.00000  ;      8 ; -5.370e-005 ;     2100 (ionsat_dep) ; 5.962e-003 ;  9.825e-003 ;     2100 (ionsat_dep) ;    19.504 
 1 ------------------------->   63.77532 % ; 27704.000 ;   10.00000  ;      8 ; -5.629e-005 ;     2100 (ionsat_dep) ; 5.003e-003 ;  1.014e-002 ;     2100 (ionsat_dep) ;    19.303 
 1 ------------------------->   64.00552 % ; 27804.000 ;   10.00000  ;      8 ; -6.172e-005 ;     2100 (ionsat_dep) ; 4.613e-003 ;  1.021e-002 ;     2100 (ionsat_dep) ;    19.256 
 1 ------------------------->   64.23573 % ; 27904.000 ;   10.00000  ;      8 ; -5.446e-005 ;     2100 (ionsat_dep) ; 3.531e-003 ;  9.862e-003 ;     2100 (ionsat_dep) ;    19.480 
 1 ------------------------->   64.46593 % ; 28004.000 ;   10.00000  ;      8 ; -5.825e-005 ;     2100 (ionsat_dep) ; 2.826e-003 ;  1.028e-002 ;     2100 (ionsat_dep) ;    19.210 
 1 ------------------------->   64.69613 % ; 28104.000 ;   10.00000  ;      7 ; -9.913e-005 ;     2100 (ionsat_dep) ; 3.758e-003 ;  9.961e-003 ;     2100 (ionsat_dep) ;    19.415 
 1 ------------------------->   64.92634 % ; 28204.000 ;   10.00000  ;      8 ; -5.762e-005 ;     2100 (ionsat_dep) ; 1.900e-003 ;  1.018e-002 ;     2100 (ionsat_dep) ;    19.275 
 1 ------------------------->   65.13812 % ; 28296.000 ;   10.00000  ;      8 ; -5.854e-005 ;     2100 (ionsat_dep) ; 1.743e-003 ;  9.850e-003 ;     2100 (ionsat_dep) ;    19.488 
 1 ------------------------->   65.36832 % ; 28396.000 ;   10.00000  ;      8 ; -6.228e-005 ;     2100 (ionsat_dep) ; 1.380e-003 ;  1.025e-002 ;     2100 (ionsat_dep) ;    19.230 
 1 ------------------------->   65.59853 % ; 28496.000 ;   10.00000  ;      8 ; -5.578e-005 ;     2100 (ionsat_dep) ; 9.788e-004 ;  1.002e-002 ;     2100 (ionsat_dep) ;    19.377 
 1 ------------------------->   65.82873 % ; 28596.000 ;   10.00000  ;      8 ; -6.228e-005 ;     2100 (ionsat_dep) ; 6.600e-004 ;  1.046e-002 ;     2100 (ionsat_dep) ;    19.101 
 1 ------------------------->   66.05893 % ; 28696.000 ;   10.00000  ;      8 ; -5.559e-005 ;     2100 (ionsat_dep) ; 4.732e-004 ;  9.989e-003 ;     2100 (ionsat_dep) ;    19.397 
 1 ------------------------->   66.28913 % ; 28796.000 ;   10.00000  ;      8 ; -6.198e-005 ;     2100 (ionsat_dep) ; 4.928e-004 ;  1.023e-002 ;     2100 (ionsat_dep) ;    19.243 
 1 ------------------------->   66.51934 % ; 28896.000 ;   10.00000  ;      8 ; -5.590e-005 ;     2100 (ionsat_dep) ; 6.294e-004 ;  1.003e-002 ;     2100 (ionsat_dep) ;    19.370 
 1 ------------------------->   66.74954 % ; 28996.000 ;   10.00000  ;      7 ; 8.487e-005 ;     2100 (ionsat_dep) ; 1.390e-002 ;  7.541e-003 ;     2100 (ionsat_dep) ;    21.302 
 1 ------------------------->   66.97974 % ; 29096.000 ;   10.00000  ;      8 ; 7.001e-005 ;     2705 (ionsat_dep) ; 1.544e-002 ;  4.787e-003 ;     2100 (ionsat_dep) ;    24.788 
 1 ------------------------->   67.20994 % ; 29196.000 ;   10.00000  ;      8 ; 6.779e-005 ;     2200 (ionsat_dep) ; 1.448e-002 ;  6.611e-003 ;     2100 (ionsat_dep) ;    22.258 
 1 ------------------------->   67.44015 % ; 29296.000 ;   10.00000  ;      7 ; -9.404e-005 ;     2100 (ionsat_dep) ; 1.998e-002 ;  8.834e-003 ;     2100 (ionsat_dep) ;    20.208 
 1 ------------------------->   67.67035 % ; 29396.000 ;   10.00000  ;      8 ; -6.166e-005 ;     2100 (ionsat_dep) ; 1.147e-002 ;  1.022e-002 ;     2100 (ionsat_dep) ;    19.252 
 1 ------------------------->   67.90055 % ; 29496.000 ;   10.00000  ;      8 ; -5.781e-005 ;     2100 (ionsat_dep) ; 1.020e-002 ;  1.049e-002 ;     2100 (ionsat_dep) ;    19.084 
 1 ------------------------->   68.13076 % ; 29596.000 ;   10.00000  ;      8 ; -6.074e-005 ;     2100 (ionsat_dep) ; 1.010e-002 ;  1.069e-002 ;     2100 (ionsat_dep) ;    18.964 
 1 ------------------------->   68.36096 % ; 29696.000 ;   10.00000  ;      8 ; -6.147e-005 ;     2100 (ionsat_dep) ; 1.025e-002 ;  1.090e-002 ;     2100 (ionsat_dep) ;    18.839 
 1 ------------------------->   68.59116 % ; 29796.000 ;   10.00000  ;      8 ; 5.412e-005 ;     2705 (ionsat_dep) ; 1.120e-002 ;  1.007e-002 ;     2100 (ionsat_dep) ;    19.348 
 1 ------------------------->   68.82136 % ; 29896.000 ;   10.00000  ;      8 ; -6.029e-005 ;     2100 (ionsat_dep) ; 1.177e-002 ;  1.088e-002 ;     2100 (ionsat_dep) ;    18.850 
 1 ------------------------->   69.05157 % ; 29996.000 ;   10.00000  ;      7 ; -9.939e-005 ;     2100 (ionsat_dep) ; 2.141e-002 ;  1.025e-002 ;     2100 (ionsat_dep) ;    19.228 
 1 ------------------------->   69.28177 % ; 30096.000 ;   10.00000  ;      8 ; -5.957e-005 ;     2100 (ionsat_dep) ; 1.115e-002 ;  1.026e-002 ;     2100 (ionsat_dep) ;    19.226 
 1 ------------------------->   69.51197 % ; 30196.000 ;   10.00000  ;      8 ; -6.100e-005 ;     2100 (ionsat_dep) ; 1.088e-002 ;  1.068e-002 ;     2100 (ionsat_dep) ;    18.970 
 1 ------------------------->   69.74217 % ; 30296.000 ;   10.00000  ;      8 ; -6.105e-005 ;     2100 (ionsat_dep) ; 1.199e-002 ;  1.040e-002 ;     2100 (ionsat_dep) ;    19.136 
 1 ------------------------->   69.97238 % ; 30396.000 ;   10.00000  ;      8 ; -6.203e-005 ;     2100 (ionsat_dep) ; 1.077e-002 ;  1.060e-002 ;     2100 (ionsat_dep) ;    19.019 
 1 ------------------------->   70.18416 % ; 30488.000 ;   10.00000  ;      8 ; -5.967e-005 ;     2100 (ionsat_dep) ; 8.280e-003 ;  1.047e-002 ;     2100 (ionsat_dep) ;    19.096 
 1 ------------------------->   70.41436 % ; 30588.000 ;   10.00000  ;      8 ; -6.511e-005 ;     2100 (ionsat_dep) ; 8.090e-003 ;  1.030e-002 ;     2100 (ionsat_dep) ;    19.198 
 1 ------------------------->   70.64457 % ; 30688.000 ;   10.00000  ;      8 ; -6.376e-005 ;     2100 (ionsat_dep) ; 7.391e-003 ;  1.081e-002 ;     2100 (ionsat_dep) ;    18.890 
 1 ------------------------->   70.87477 % ; 30788.000 ;   10.00000  ;      8 ; -6.347e-005 ;     2100 (ionsat_dep) ; 5.767e-003 ;  1.024e-002 ;     2100 (ionsat_dep) ;    19.239 
 1 ------------------------->   71.10497 % ; 30888.000 ;   10.00000  ;      8 ; -5.623e-005 ;     2100 (ionsat_dep) ; 4.182e-003 ;  1.038e-002 ;     2100 (ionsat_dep) ;    19.152 
 1 ------------------------->   71.33517 % ; 30988.000 ;   10.00000  ;      8 ; -6.155e-005 ;     2100 (ionsat_dep) ; 2.482e-003 ;  1.058e-002 ;     2100 (ionsat_dep) ;    19.029 
 1 ------------------------->   71.56538 % ; 31088.000 ;   10.00000  ;      8 ; -6.156e-005 ;     2100 (ionsat_dep) ; 1.051e-003 ;  1.052e-002 ;     2100 (ionsat_dep) ;    19.067 
 1 ------------------------->   71.79558 % ; 31188.000 ;   10.00000  ;      8 ; -5.428e-005 ;     2100 (ionsat_dep) ; 2.647e-003 ;  1.003e-002 ;     2100 (ionsat_dep) ;    19.372 
 1 ------------------------->   72.02578 % ; 31288.000 ;   10.00000  ;      8 ; -5.464e-005 ;     2100 (ionsat_dep) ; 4.705e-003 ;  1.018e-002 ;     2100 (ionsat_dep) ;    19.274 
 1 ------------------------->   72.25599 % ; 31388.000 ;   10.00000  ;      8 ; -5.747e-005 ;     2100 (ionsat_dep) ; 6.556e-003 ;  1.040e-002 ;     2100 (ionsat_dep) ;    19.141 
 1 ------------------------->   72.48619 % ; 31488.000 ;   10.00000  ;      8 ; -5.819e-005 ;     2100 (ionsat_dep) ; 8.489e-003 ;  1.060e-002 ;     2100 (ionsat_dep) ;    19.020 
 1 ------------------------->   72.71639 % ; 31588.000 ;   10.00000  ;      8 ; -6.191e-005 ;     2100 (ionsat_dep) ; 1.158e-002 ;  1.043e-002 ;     2100 (ionsat_dep) ;    19.121 
 1 ------------------------->   72.94659 % ; 31688.000 ;   10.00000  ;      7 ; -9.873e-005 ;     2100 (ionsat_dep) ; 1.923e-002 ;  1.075e-002 ;     2100 (ionsat_dep) ;    18.927 
 1 ------------------------->   73.17680 % ; 31788.000 ;   10.00000  ;      7 ; -9.570e-005 ;     2100 (ionsat_dep) ; 2.101e-002 ;  1.017e-002 ;     2100 (ionsat_dep) ;    19.279 
 1 ------------------------->   73.40700 % ; 31888.000 ;   10.00000  ;      7 ; -9.933e-005 ;     2705 (ionsat_dep) ; 2.181e-002 ;  1.022e-002 ;     2100 (ionsat_dep) ;    19.252 
 1 ------------------------->   73.63720 % ; 31988.000 ;   10.00000  ;      7 ; -9.345e-005 ;     2100 (ionsat_dep) ; 2.025e-002 ;  1.037e-002 ;     2100 (ionsat_dep) ;    19.159 
 1 ------------------------->   73.86740 % ; 32088.000 ;   10.00000  ;      7 ; -9.616e-005 ;     2100 (ionsat_dep) ; 1.793e-002 ;  1.020e-002 ;     2100 (ionsat_dep) ;    19.263 
 1 ------------------------->   74.09761 % ; 32188.000 ;   10.00000  ;      8 ; -5.884e-005 ;     2100 (ionsat_dep) ; 8.260e-003 ;  1.089e-002 ;     2100 (ionsat_dep) ;    18.847 
 1 ------------------------->   74.32781 % ; 32288.000 ;   10.00000  ;      7 ; -6.213e-005 ;     2100 (ionsat_dep) ; 1.526e-002 ;  8.144e-003 ;     2100 (ionsat_dep) ;    20.763 
 1 ------------------------->   74.55801 % ; 32388.000 ;   10.00000  ;      8 ; -5.745e-005 ;     2705 (ionsat_dep) ; 1.243e-002 ;  1.079e-002 ;     2100 (ionsat_dep) ;    18.907 
 1 ------------------------->   74.78821 % ; 32488.000 ;   10.00000  ;      8 ; -6.430e-005 ;     2705 (ionsat_dep) ; 1.361e-002 ;  1.051e-002 ;     2100 (ionsat_dep) ;    19.069 
 1 ------------------------->   75.00000 % ; 32580.000 ;    6.00000  ;      6 ; -7.475e-005 ;     2100 (ionsat_dep) ; 6.833e-003 ;  5.953e-003 ;     2100 (ionsat_dep) ;    13.830 
 1 ------------------------->   75.23020 % ; 32680.000 ;   10.00000  ;      7 ; -9.962e-005 ;     2100 (ionsat_dep) ; 1.703e-002 ;  1.031e-002 ;     2100 (ionsat_dep) ;    19.194 
 1 ------------------------->   75.46041 % ; 32780.000 ;   10.00000  ;      8 ; -5.449e-005 ;     2100 (ionsat_dep) ; 9.135e-003 ;  1.009e-002 ;     2100 (ionsat_dep) ;    19.330 
 1 ------------------------->   75.69061 % ; 32880.000 ;   10.00000  ;      8 ; -5.664e-005 ;     2100 (ionsat_dep) ; 7.473e-003 ;  1.021e-002 ;     2100 (ionsat_dep) ;    19.257 
 1 ------------------------->   75.92081 % ; 32980.000 ;   10.00000  ;      8 ; -6.142e-005 ;     2100 (ionsat_dep) ; 6.193e-003 ;  1.043e-002 ;     2100 (ionsat_dep) ;    19.118 
 1 ------------------------->   76.15101 % ; 33080.000 ;   10.00000  ;      7 ; -9.902e-005 ;     2100 (ionsat_dep) ; 8.701e-003 ;  9.980e-003 ;     2100 (ionsat_dep) ;    19.403 
 1 ------------------------->   76.38122 % ; 33180.000 ;   10.00000  ;      8 ; -5.611e-005 ;     2100 (ionsat_dep) ; 4.675e-003 ;  1.010e-002 ;     2100 (ionsat_dep) ;    19.326 
 1 ------------------------->   76.61142 % ; 33280.000 ;   10.00000  ;      8 ; -6.179e-005 ;     2100 (ionsat_dep) ; 4.314e-003 ;  1.018e-002 ;     2100 (ionsat_dep) ;    19.273 
 1 ------------------------->   76.84162 % ; 33380.000 ;   10.00000  ;      8 ; -5.448e-005 ;     2100 (ionsat_dep) ; 3.288e-003 ;  9.856e-003 ;     2100 (ionsat_dep) ;    19.484 
 1 ------------------------->   77.07182 % ; 33480.000 ;   10.00000  ;      8 ; -5.831e-005 ;     2100 (ionsat_dep) ; 2.628e-003 ;  1.029e-002 ;     2100 (ionsat_dep) ;    19.205 
 1 ------------------------->   77.30203 % ; 33580.000 ;   10.00000  ;      7 ; -9.950e-005 ;     2100 (ionsat_dep) ; 3.485e-003 ;  9.969e-003 ;     2100 (ionsat_dep) ;    19.410 
 1 ------------------------->   77.53223 % ; 33680.000 ;   10.00000  ;      8 ; -5.781e-005 ;     2100 (ionsat_dep) ; 1.756e-003 ;  1.020e-002 ;     2100 (ionsat_dep) ;    19.261 
 1 ------------------------->   77.76243 % ; 33780.000 ;   10.00000  ;      7 ; -9.891e-005 ;     2100 (ionsat_dep) ; 2.254e-003 ;  9.931e-003 ;     2100 (ionsat_dep) ;    19.435 
 1 ------------------------->   77.99263 % ; 33880.000 ;   10.00000  ;      8 ; -5.778e-005 ;     2100 (ionsat_dep) ; 1.093e-003 ;  1.019e-002 ;     2100 (ionsat_dep) ;    19.271 
 1 ------------------------->   78.22284 % ; 33980.000 ;   10.00000  ;      7 ; -9.875e-005 ;     2100 (ionsat_dep) ; 1.314e-003 ;  9.920e-003 ;     2100 (ionsat_dep) ;    19.442 
 1 ------------------------->   78.45304 % ; 34080.000 ;   10.00000  ;      8 ; -5.773e-005 ;     2100 (ionsat_dep) ; 5.732e-004 ;  1.018e-002 ;     2100 (ionsat_dep) ;    19.276 
 1 ------------------------->   78.68324 % ; 34180.000 ;   10.00000  ;      8 ; -6.204e-005 ;     2100 (ionsat_dep) ; 4.175e-004 ;  1.040e-002 ;     2100 (ionsat_dep) ;    19.139 
 1 ------------------------->   78.91344 % ; 34280.000 ;   10.00000  ;      8 ; -5.713e-005 ;     2100 (ionsat_dep) ; 5.522e-004 ;  1.020e-002 ;     2100 (ionsat_dep) ;    19.263 
 1 ------------------------->   79.14365 % ; 34380.000 ;   10.00000  ;     14 ; -5.776e-005 ;     2100 (ionsat_dep) ; 6.318e-005 ;  1.603e-001 ;     1200 (ionsat_dep) ;     7.691 
 1 ------------------------->   79.37385 % ; 34480.000 ;   10.00000  ;      7 ; 8.698e-005 ;     2705 (ionsat_dep) ; 1.982e-002 ;  6.238e-003 ;     2100 (ionsat_dep) ;    22.693 
 1 ------------------------->   79.60405 % ; 34580.000 ;   10.00000  ;      7 ; 9.888e-005 ;     2705 (ionsat_dep) ; 2.235e-002 ;  6.941e-003 ;     2100 (ionsat_dep) ;    21.900 
 1 ------------------------->   79.83425 % ; 34680.000 ;   10.00000  ;      7 ; 9.355e-005 ;     2705 (ionsat_dep) ; 2.086e-002 ;  9.184e-003 ;     2100 (ionsat_dep) ;    19.948 
 1 ------------------------->   80.04604 % ; 34772.000 ;   10.00000  ;      7 ; 9.577e-005 ;     2705 (ionsat_dep) ; 2.113e-002 ;  8.883e-003 ;     2100 (ionsat_dep) ;    20.171 
 1 ------------------------->   80.27624 % ; 34872.000 ;   10.00000  ;      8 ; -6.286e-005 ;     2100 (ionsat_dep) ; 1.176e-002 ;  1.119e-002 ;     2100 (ionsat_dep) ;    18.676 
 1 ------------------------->   80.50645 % ; 34972.000 ;   10.00000  ;      7 ; -9.707e-005 ;     2100 (ionsat_dep) ; 1.667e-002 ;  1.051e-002 ;     2100 (ionsat_dep) ;    19.069 
 1 ------------------------->   80.73665 % ; 35072.000 ;   10.00000  ;      8 ; -6.994e-005 ;     2100 (ionsat_dep) ; 1.091e-002 ;  1.042e-002 ;     2100 (ionsat_dep) ;    19.124 
 1 ------------------------->   80.96685 % ; 35172.000 ;   10.00000  ;      8 ; -5.562e-005 ;     2100 (ionsat_dep) ; 1.089e-002 ;  1.048e-002 ;     2100 (ionsat_dep) ;    19.091 
 1 ------------------------->   81.19705 % ; 35272.000 ;   10.00000  ;      8 ; -6.057e-005 ;     2100 (ionsat_dep) ; 1.086e-002 ;  1.055e-002 ;     2100 (ionsat_dep) ;    19.044 
 1 ------------------------->   81.42726 % ; 35372.000 ;   10.00000  ;      8 ; -5.865e-005 ;     2100 (ionsat_dep) ; 1.110e-002 ;  1.032e-002 ;     2100 (ionsat_dep) ;    19.188 
 1 ------------------------->   81.65746 % ; 35472.000 ;   10.00000  ;      8 ; -6.133e-005 ;     2100 (ionsat_dep) ; 1.129e-002 ;  1.050e-002 ;     2100 (ionsat_dep) ;    19.076 
 1 ------------------------->   81.88766 % ; 35572.000 ;   10.00000  ;      8 ; 5.478e-005 ;     2705 (ionsat_dep) ; 1.156e-002 ;  1.036e-002 ;     2100 (ionsat_dep) ;    19.160 
 1 ------------------------->   82.11786 % ; 35672.000 ;   10.00000  ;      8 ; -5.511e-005 ;     2100 (ionsat_dep) ; 1.125e-002 ;  1.031e-002 ;     2100 (ionsat_dep) ;    19.196 
